show_id,type,title,director,cast,country,date_added,release_year,rating,genres,language,popularity,vote_count,vote_average,budget,revenue,ROI
10192,Movie,Shrek Forever After,Mike Mitchell,"Mike Myers, Eddie Murphy, Cameron Diaz, Antonio Banderas, Walt Dohrn",United States of America,2010-05-16,2010,6.38,"Comedy, Adventure, Fantasy, Animation, Family",en,203.893,7449,6.38,165000000,752600867,4.56
27205,Movie,Inception,Christopher Nolan,"Leonardo DiCaprio, Joseph Gordon-Levitt, Ken Watanabe, Tom Hardy, Elliot Page","United Kingdom, United States of America",2010-07-15,2010,8.369,"Action, Science Fiction, Adventure",en,156.242,37119,8.369,160000000,839030630,5.24
12444,Movie,Harry Potter and the Deathly Hallows: Part 1,David Yates,"Daniel Radcliffe, Emma Watson, Rupert Grint, Toby Jones, Helena Bonham Carter","United Kingdom, United States of America",2010-11-17,2010,7.744,"Adventure, Fantasy",en,121.191,19327,7.744,250000000,954305868,3.82
38757,Movie,Tangled,"Byron Howard, Nathan Greno","Mandy Moore, Zachary Levi, Donna Murphy, Ron Perlman, M.C. Gainey",United States of America,2010-11-24,2010,7.6,"Animation, Family, Adventure",en,111.762,11638,7.6,260000000,592461732,2.28
10191,Movie,How to Train Your Dragon,"Chris Sanders, Dean DeBlois","Jay Baruchel, Gerard Butler, Craig Ferguson, America Ferrera, Jonah Hill",United States of America,2010-03-18,2010,7.8,"Fantasy, Adventure, Animation, Family",en,110.044,13259,7.8,165000000,494879471,3.0
11324,Movie,Shutter Island,Martin Scorsese,"Leonardo DiCaprio, Mark Ruffalo, Ben Kingsley, Max von Sydow, Michelle Williams",United States of America,2010-02-14,2010,8.2,"Drama, Thriller, Mystery",en,101.551,24282,8.2,80000000,294804195,3.69
38575,Movie,The Karate Kid,Harald Zwart,"Jaden Smith, Jackie Chan, Taraji P. Henson, Wenwen Han, Wang ZhenWei","China, Hong Kong, United States of America",2010-06-10,2010,6.5,"Action, Adventure, Drama, Family",en,96.385,6082,6.5,40000000,359126022,8.98
10138,Movie,Iron Man 2,Jon Favreau,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Scarlett Johansson, Sam Rockwell",United States of America,2010-04-28,2010,6.8,"Adventure, Action, Science Fiction",en,95.255,21222,6.8,200000000,623933331,3.12
38365,Movie,Grown Ups,Dennis Dugan,"Adam Sandler, Kevin James, Chris Rock, David Spade, Rob Schneider",United States of America,2010-06-24,2010,6.394,Comedy,en,93.281,6212,6.394,80000000,271430189,3.39
20352,Movie,Despicable Me,"Pierre Coffin, Chris Renaud","Steve Carell, Jason Segel, Miranda Cosgrove, Elsie Fisher, Dana Gaier",United States of America,2010-07-08,2010,7.2,"Animation, Family, Comedy",en,86.361,15258,7.2,69000000,543284256,7.87
10193,Movie,Toy Story 3,Lee Unkrich,"Tom Hanks, Tim Allen, Joan Cusack, Don Rickles, Wallace Shawn",United States of America,2010-06-16,2010,7.8,"Animation, Family, Comedy",en,83.097,14847,7.8,200000000,1067316101,5.34
24021,Movie,The Twilight Saga: Eclipse,David Slade,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Bryce Dallas Howard, Dakota Fanning",United States of America,2010-06-23,2010,6.204,"Adventure, Fantasy, Drama, Romance",en,81.8,8829,6.204,68000000,698491347,10.27
12155,Movie,Alice in Wonderland,Tim Burton,"Mia Wasikowska, Johnny Depp, Anne Hathaway, Helena Bonham Carter, Crispin Glover",United States of America,2010-03-03,2010,6.6,"Family, Fantasy, Adventure",en,80.326,14114,6.6,200000000,1025467110,5.13
38234,Movie,Undisputed III: Redemption,Isaac Florentine,"Scott Adkins, Mykel Shannon Jenkins, Mark Ivanir, Hristo Shopov, Marko Zaror",United States of America,2010-04-17,2010,7.517,"Action, Thriller, Crime, Drama",en,71.837,925,7.517,3000000,282548,0.09
37799,Movie,The Social Network,David Fincher,"Jesse Eisenberg, Andrew Garfield, Armie Hammer, Josh Pence, Justin Timberlake",United States of America,2010-10-01,2010,7.368,Drama,en,69.048,12285,7.368,40000000,224920315,5.62
32657,Movie,Percy Jackson & the Olympians: The Lightning Thief,Chris Columbus,"Logan Lerman, Brandon T. Jackson, Alexandra Daddario, Jake Abel, Pierce Brosnan",United States of America,2010-02-01,2010,6.21,"Adventure, Fantasy, Family",en,64.865,7519,6.21,95000000,226497209,2.38
23168,Movie,The Town,Ben Affleck,"Ben Affleck, Jeremy Renner, Rebecca Hall, Jon Hamm, Blake Lively","United Kingdom, United States of America",2010-09-15,2010,7.2,"Crime, Drama, Thriller",en,58.865,5117,7.2,37000000,154026136,4.16
34851,Movie,Predators,Nimród Antal,"Adrien Brody, Topher Grace, Alice Braga, Oleg Taktarov, Laurence Fishburne",United States of America,2010-07-03,2010,6.3,"Science Fiction, Action, Thriller",en,58.518,4194,6.3,40000000,127200000,3.18
38055,Movie,Megamind,Tom McGrath,"Will Ferrell, Tina Fey, Jonah Hill, Brad Pitt, David Cross",United States of America,2010-10-28,2010,6.999,"Animation, Action, Comedy, Family, Science Fiction",en,58.422,6944,6.999,130000000,321885765,2.48
10140,Movie,The Chronicles of Narnia: The Voyage of the Dawn Treader,Michael Apted,"Georgie Henley, Skandar Keynes, Ben Barnes, Will Poulter, Anna Popplewell","United Kingdom, United States of America",2010-12-02,2010,6.4,"Adventure, Family, Fantasy",en,53.64,5621,6.4,155000000,415686217,2.68
27578,Movie,The Expendables,Sylvester Stallone,"Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren, Eric Roberts","Bulgaria, United States of America",2010-08-03,2010,6.248,"Thriller, Adventure, Action",en,53.249,7827,6.248,80000000,274470394,3.43
18823,Movie,Clash of the Titans,Louis Leterrier,"Sam Worthington, Gemma Arterton, Mads Mikkelsen, Alexa Davalos, Jason Flemyng",United States of America,2010-03-26,2010,5.9,"Adventure, Fantasy, Action",en,51.888,6308,5.9,125000000,493214993,3.95
44214,Movie,Black Swan,Darren Aronofsky,"Natalie Portman, Mila Kunis, Vincent Cassel, Barbara Hershey, Winona Ryder",United States of America,2010-12-03,2010,7.7,"Drama, Thriller, Horror",en,45.984,14650,7.7,13000000,329398046,25.34
23483,Movie,Kick-Ass,Matthew Vaughn,"Aaron Taylor-Johnson, Chloë Grace Moretz, Nicolas Cage, Lyndsy Fonseca, Mark Strong","United Kingdom, United States of America",2010-03-26,2010,7.122,"Action, Crime",en,45.668,11730,7.122,28000000,96188903,3.44
20526,Movie,TRON: Legacy,Joseph Kosinski,"Jeff Bridges, Garrett Hedlund, Olivia Wilde, Bruce Boxleitner, James Frain",United States of America,2010-12-14,2010,6.5,"Adventure, Action, Science Fiction",en,44.783,7236,6.5,170000000,400062763,2.35
26389,Movie,From Paris with Love,Pierre Morel,"John Travolta, Jonathan Rhys Meyers, Kasia Smutniak, Richard Durden, Bing Yin","United Kingdom, France",2010-02-04,2010,6.27,"Action, Crime, Thriller",en,43.037,2043,6.27,52000000,52800000,1.02
10196,Movie,The Last Airbender,M. Night Shyamalan,"Noah Ringer, Dev Patel, Nicola Peltz Beckham, Jackson Rathbone, Shaun Toub",United States of America,2010-06-30,2010,4.6,"Action, Adventure, Fantasy",en,42.597,4004,4.6,150000000,319713881,2.13
27581,Movie,The Other Guys,Adam McKay,"Will Ferrell, Mark Wahlberg, Eva Mendes, Michael Keaton, Steve Coogan",United States of America,2010-08-06,2010,6.3,"Action, Comedy, Crime, Thriller",en,40.669,4234,6.3,100000000,170432927,1.7
9543,Movie,Prince of Persia: The Sands of Time,Mike Newell,"Jake Gyllenhaal, Gemma Arterton, Ben Kingsley, Alfred Molina, Steve Toussaint",United States of America,2010-05-19,2010,6.3,"Adventure, Fantasy, Action",en,39.509,6807,6.3,200000000,336365676,1.68
22538,Movie,Scott Pilgrim vs. the World,Edgar Wright,"Michael Cera, Mary Elizabeth Winstead, Ellen Wong, Kieran Culkin, Alison Pill","Japan, United Kingdom, United States of America",2010-08-12,2010,7.491,"Action, Comedy, Romance",en,39.321,7985,7.491,85000000,51691156,0.61
22894,Movie,Legion,Scott Stewart,"Paul Bettany, Dennis Quaid, Lucas Black, Kate Walsh, Tyrese Gibson",United States of America,2010-01-21,2010,5.9,"Horror, Action, Fantasy",en,38.772,2656,5.9,26000000,67900000,2.61
51608,Movie,The Man from Nowhere,Lee Jeong-beom,"Won Bin, Kim Sae-ron, Kim Tae-hun, Kim Hee-won, Kim Seung-o",South Korea,2010-08-04,2010,7.7,"Action, Thriller, Crime",ko,38.694,1348,7.7,1255000,43059790,34.31
43947,Movie,I Spit on Your Grave,Steven R. Monroe,"Sarah Butler, Jeff Branson, Tracey Walter, Andrew Howard, Chad Lindberg",United States of America,2010-06-17,2010,6.5,"Thriller, Crime, Horror",en,38.125,2344,6.5,2000000,572809,0.29
44115,Movie,127 Hours,Danny Boyle,"James Franco, Kate Mara, Amber Tamblyn, Clémence Poésy, Lizzy Caplan","France, United Kingdom, United States of America",2010-11-12,2010,7.1,"Adventure, Drama, Thriller",en,37.971,7606,7.1,18000000,35700000,1.98
39514,Movie,RED,Robert Schwentke,"Bruce Willis, John Malkovich, Morgan Freeman, Helen Mirren, Mary-Louise Parker",United States of America,2010-10-13,2010,6.7,"Action, Adventure, Comedy, Crime, Thriller",en,36.185,6751,6.7,58000000,199006387,3.43
35552,Movie,The Extraordinary Adventures of Adèle Blanc-Sec,Luc Besson,"Louise Bourgoin, Mathieu Amalric, Gilles Lellouche, Jean-Paul Rouve, Jacky Nercessian",France,2010-04-09,2010,6.2,"Fantasy, Adventure, Action, Mystery",fr,35.816,1368,6.2,25000000,34604339,1.38
27576,Movie,Salt,Phillip Noyce,"Angelina Jolie, Liev Schreiber, Chiwetel Ejiofor, Daniel Olbrychski, August Diehl",United States of America,2010-07-21,2010,6.4,"Action, Mystery, Thriller",en,35.711,5537,6.4,110000000,293329073,2.67
46738,Movie,Incendies,Denis Villeneuve,"Lubna Azabal, Mélissa Désormeaux-Poulin, Maxim Gaudette, Rémy Girard, Allen Altman","Canada, France",2010-09-17,2010,8.1,"Drama, War, Mystery",fr,35.555,2830,8.1,6800000,6788659,1.0
43949,Movie,Flipped,Rob Reiner,"Madeline Carroll, Callan McAuliffe, Rebecca De Mornay, Anthony Edwards, John Mahoney",United States of America,2010-08-06,2010,8.016,"Romance, Drama",en,34.886,3062,8.016,14000000,4324817,0.31
43347,Movie,Love & Other Drugs,Edward Zwick,"Jake Gyllenhaal, Anne Hathaway, Oliver Platt, Hank Azaria, Josh Gad",United States of America,2010-11-04,2010,7.0,"Drama, Comedy, Romance",en,34.685,5196,7.0,30000000,102800000,3.43
35019,Movie,Nanny McPhee and the Big Bang,Susanna White,"Emma Thompson, Asa Butterfield, Ralph Fiennes, Maggie Gyllenhaal, Maggie Smith","United States of America, United Kingdom, France",2010-03-26,2010,6.3,"Comedy, Fantasy, Family",en,34.409,1847,6.3,35000000,93251121,2.66
43593,Movie,Piranha 3D,Alexandre Aja,"Elisabeth Shue, Jerry O'Connell, Steven R. McQueen, Jessica Szohr, Kelly Brook",United States of America,2010-08-20,2010,5.4,"Comedy, Horror",en,34.009,2238,5.4,24000000,83188165,3.47
20504,Movie,The Book of Eli,"Albert Hughes, Allen Hughes","Denzel Washington, Gary Oldman, Mila Kunis, Ray Stevenson, Jennifer Beals",United States of America,2010-01-14,2010,6.8,"Action, Thriller, Science Fiction",en,33.361,6182,6.8,80000000,157107755,1.96
7978,Movie,The Wolfman,Joe Johnston,"Benicio del Toro, Anthony Hopkins, Emily Blunt, Hugo Weaving, Geraldine Chaplin",United States of America,2010-02-10,2010,5.9,"Horror, Thriller",en,33.064,2014,5.9,150000000,140700000,0.94
34544,Movie,The A-Team,Joe Carnahan,"Liam Neeson, Bradley Cooper, Jessica Biel, Quinton 'Rampage' Jackson, Sharlto Copley","United Kingdom, United States of America",2010-06-09,2010,6.397,"Action, Comedy, Crime",en,32.716,4671,6.397,110000000,177238796,1.61
38167,Movie,Eat Pray Love,Ryan Murphy,"Julia Roberts, Javier Bardem, James Franco, Billy Crudup, Richard Jenkins",United States of America,2010-08-12,2010,6.241,"Drama, Romance",en,32.264,2453,6.241,60000000,204594016,3.41
26022,Movie,My Name Is Khan,Karan Johar,"Shah Rukh Khan, Kajol, Arjan Aujla, Jimmy Shergill, Sonya Jehan","China, India, United Arab Emirates, United States of America",2010-02-10,2010,8.0,"Drama, Romance",hi,31.503,1333,8.0,12000000,42345360,3.53
49797,Movie,I Saw the Devil,Kim Jee-woon,"Lee Byung-hun, Choi Min-sik, Jeon Kuk-hwan, Cheon Ho-jin, Oh San-ha",South Korea,2010-08-12,2010,7.794,"Thriller, Horror",ko,31.434,2667,7.794,6000000,12966357,2.16
46705,Movie,Blue Valentine,Derek Cianfrance,"Ryan Gosling, Michelle Williams, John Doman, Mike Vogel, Ben Shenkman",United States of America,2010-12-26,2010,6.9,"Drama, Romance",en,31.339,3276,6.9,1000000,15440333,15.44
33217,Movie,Diary of a Wimpy Kid,Thor Freudenthal,"Zachary Gordon, Robert Capron, Steve Zahn, Devon Bostick, Rachael Harris","United Kingdom, United States of America",2010-03-19,2010,6.2,"Comedy, Family",en,31.191,1613,6.2,15000000,76196538,5.08
20662,Movie,Robin Hood,Ridley Scott,"Russell Crowe, Cate Blanchett, Max von Sydow, William Hurt, Mark Strong",United States of America,2010-05-12,2010,6.4,"Action, Adventure, History, Drama",en,30.765,4673,6.4,200000000,321669741,1.61
51739,Movie,The Secret World of Arrietty,Hiromasa Yonebayashi,"Mirai Shida, Ryunosuke Kamiki, Tomokazu Miura, Keiko Takeshita, Kirin Kiki","France, Japan, United States of America",2010-07-16,2010,7.663,"Fantasy, Animation, Family",ja,30.708,2879,7.663,23000000,149660003,6.51
25195,Movie,Leap Year,Anand Tucker,"Amy Adams, Matthew Goode, Adam Scott, John Lithgow, Noel O'Donovan","Ireland, United States of America",2010-01-08,2010,6.9,"Romance, Comedy",en,30.524,2030,6.9,19000000,32686500,1.72
27022,Movie,The Sorcerer's Apprentice,Jon Turteltaub,"Jay Baruchel, Nicolas Cage, Alfred Molina, Teresa Palmer, Toby Kebbell",United States of America,2010-07-13,2010,6.117,"Fantasy, Adventure, Action",en,30.261,4976,6.117,150000000,215300000,1.44
34016,Movie,She's Out of My League,Jim Field Smith,"Jay Baruchel, Alice Eve, T.J. Miller, Nate Torrence, Mike Vogel",United States of America,2010-03-11,2010,6.5,"Romance, Comedy",en,30.201,2173,6.5,20000000,49800000,2.49
41439,Movie,Saw 3D,Kevin Greutert,"Tobin Bell, Costas Mandylor, Betsy Russell, Cary Elwes, Sean Patrick Flanery",United States of America,2010-10-22,2010,5.989,"Horror, Crime",en,28.494,3067,5.989,20000000,136151680,6.81
37834,Movie,Knight and Day,James Mangold,"Tom Cruise, Cameron Diaz, Peter Sarsgaard, Viola Davis, Jordi Mollà",United States of America,2010-06-15,2010,6.2,"Action, Comedy",en,27.899,4534,6.2,117000000,261989769,2.24
46838,Movie,Tucker and Dale vs. Evil,Eli Craig,"Tyler Labine, Alan Tudyk, Katrina Bowden, Jesse Moss, Philip Granger","Canada, United States of America",2010-01-22,2010,7.379,"Comedy, Horror",en,27.886,2816,7.379,5000000,5224938,1.04
38358,Movie,The Last Exorcism,Daniel Stamm,"Patrick Fabian, Ashley Bell, Iris Bahr, Louis Herthum, Caleb Landry Jones","United States of America, France",2010-08-27,2010,5.7,"Horror, Thriller, Mystery",en,26.482,1026,5.7,1800000,69400000,38.56
41733,Movie,Due Date,Todd Phillips,"Robert Downey Jr., Zach Galifianakis, Michelle Monaghan, Jamie Foxx, Juliette Lewis",United States of America,2010-11-03,2010,6.382,"Comedy, Drama",en,26.461,5449,6.382,65000000,211800000,3.26
23437,Movie,A Nightmare on Elm Street,Samuel Bayer,"Jackie Earle Haley, Kyle Gallner, Rooney Mara, Katie Cassidy, Thomas Dekker",United States of America,2010-04-30,2010,5.5,"Horror, Mystery, Thriller",en,26.168,2725,5.5,35000000,115664037,3.3
22907,Movie,Takers,John Luessenhop,"Chris Brown, Hayden Christensen, Matt Dillon, Michael Ealy, Idris Elba",United States of America,2010-08-26,2010,6.229,"Action, Crime, Drama, Thriller",en,26.106,1283,6.229,32000000,80205382,2.51
45269,Movie,The King's Speech,Tom Hooper,"Colin Firth, Geoffrey Rush, Helena Bonham Carter, Guy Pearce, Timothy Spall","United Kingdom, United States of America",2010-11-26,2010,7.7,"Drama, History",en,25.936,8778,7.7,15000000,414211549,27.61
23169,Movie,Remember Me,Allen Coulter,"Robert Pattinson, Emilie de Ravin, Pierce Brosnan, Lena Olin, Chris Cooper",United States of America,2010-03-11,2010,7.1,"Drama, Romance",en,25.397,3546,7.1,16000000,56000000,3.5
37735,Movie,Easy A,Will Gluck,"Emma Stone, Penn Badgley, Amanda Bynes, Dan Byrd, Thomas Haden Church",United States of America,2010-09-16,2010,6.8,Comedy,en,25.329,6963,6.8,8000000,75026327,9.38
44048,Movie,Unstoppable,Tony Scott,"Denzel Washington, Chris Pine, Rosario Dawson, Kevin Dunn, Ethan Suplee",United States of America,2010-11-04,2010,6.6,"Action, Thriller",en,25.307,3600,6.6,100000000,167805466,1.68
37786,Movie,Sex and the City 2,Michael Patrick King,"Sarah Jessica Parker, Kim Cattrall, Kristin Davis, Cynthia Nixon, Chris Noth",United States of America,2010-05-26,2010,6.1,"Comedy, Drama, Romance",en,24.953,1639,6.1,100000000,290700000,2.91
41283,Movie,Faster,George Tillman Jr.,"Dwayne Johnson, Billy Bob Thornton, Oliver Jackson-Cohen, Maggie Grace, Carla Gugino",United States of America,2010-11-23,2010,6.3,"Crime, Drama, Action, Thriller",en,24.78,1948,6.3,24000000,23081726,0.96
41436,Movie,Paranormal Activity 2,Tod Williams,"Sprague Grayden, Brian Boland, Molly Ephraim, Katie Featherston, Micah Sloat",United States of America,2010-10-20,2010,5.8,"Horror, Mystery",en,24.747,2458,5.8,3000000,177512032,59.17
37710,Movie,The Tourist,Florian Henckel von Donnersmarck,"Johnny Depp, Angelina Jolie, Paul Bettany, Timothy Dalton, Steven Berkoff","United States of America, United Kingdom, France, Italy",2010-12-08,2010,6.183,"Action, Thriller, Romance",en,24.522,5449,6.183,100000000,278731369,2.79
41233,Movie,Step Up 3D,Jon M. Chu,"Rick Malambri, Adam Sevani, Joe Slaughter, Sharni Vinson, Alyson Stoner",United States of America,2010-08-04,2010,6.8,"Drama, Romance",en,24.48,1901,6.8,30000000,159291809,5.31
44264,Movie,True Grit,"Joel Coen, Ethan Coen","Jeff Bridges, Hailee Steinfeld, Matt Damon, Josh Brolin, Barry Pepper",United States of America,2010-12-22,2010,7.3,"Drama, Adventure, Western",en,23.782,5315,7.3,38000000,252300000,6.64
43539,Movie,The Next Three Days,Paul Haggis,"Russell Crowe, Elizabeth Banks, Brian Dennehy, RZA, Moran Atias","United States of America, France",2010-11-18,2010,7.1,"Romance, Drama, Thriller, Crime",en,23.613,2885,7.1,30000000,67448651,2.25
37056,Movie,Letters to Juliet,Gary Winick,"Amanda Seyfried, Christopher Egan, Gael García Bernal, Vanessa Redgrave, Franco Nero",United States of America,2010-05-13,2010,7.002,"Comedy, Drama, Romance",en,23.388,2893,7.002,30000000,82148538,2.74
23048,Movie,Hot Tub Time Machine,Steve Pink,"John Cusack, Craig Robinson, Rob Corddry, Clark Duke, Sebastian Stan",United States of America,2010-03-26,2010,6.0,"Science Fiction, Comedy, Adventure",en,23.351,2508,6.0,36000000,64780213,1.8
40264,Movie,Vampires Suck,"Jason Friedberg, Aaron Seltzer","Jenn Proske, Matt Lanter, Chris Riggi, Diedrich Bader, Anneliese van der Pol",United States of America,2010-08-18,2010,4.3,"Comedy, Fantasy",en,23.306,1300,4.3,20000000,80547866,4.03
23172,Movie,The Spy Next Door,Brian Levant,"Jackie Chan, Amber Valletta, Madeline Carroll, Will Shadley, Alina Foley",United States of America,2010-01-15,2010,5.9,"Action, Comedy, Family",en,23.229,1311,5.9,28000000,66166000,2.36
25602,Movie,Ninja,Isaac Florentine,"Scott Adkins, Todd Jensen, Tsuyoshi Ihara, Mika Hijii, Togo Igawa",United States of America,2010-03-15,2010,6.1,"Action, Crime, Drama, Thriller",en,22.547,353,6.1,10000000,194243,0.02
23023,Movie,Tooth Fairy,Michael Lembeck,"Dwayne Johnson, Stephen Merchant, Ashley Judd, Julie Andrews, Ryan Sheckler","Canada, United States of America",2010-01-14,2010,5.5,"Comedy, Family, Fantasy",en,21.966,1994,5.5,48000000,112462508,2.34
41216,Movie,Legend of the Guardians: The Owls of Ga'Hoole,Zack Snyder,"Jim Sturgess, Ryan Kwanten, Hugo Weaving, Helen Mirren, Geoffrey Rush","Australia, United States of America",2010-07-10,2010,6.8,"Animation, Adventure, Family, Fantasy",en,21.922,2323,6.8,80000000,140073390,1.75
27579,Movie,The American,Anton Corbijn,"George Clooney, Violante Placido, Thekla Reuten, Paolo Bonacelli, Johan Leysen","United Kingdom, United States of America",2010-08-31,2010,6.0,"Crime, Drama, Thriller",en,21.884,1370,6.0,20000000,67900000,3.4
49009,Movie,The Way Back,Peter Weir,"Ed Harris, Jim Sturgess, Saoirse Ronan, Colin Farrell, Mark Strong","India, United Arab Emirates, United Kingdom, United States of America",2010-11-22,2010,7.0,"Drama, Adventure, History",en,21.501,1607,7.0,30000000,24200000,0.81
23631,Movie,Machete,"Robert Rodriguez, Ethan Maniquis","Danny Trejo, Michelle Rodriguez, Jessica Alba, Robert De Niro, Steven Seagal",United States of America,2010-09-01,2010,6.3,"Action, Comedy, Thriller",en,20.986,3327,6.3,10500000,45491656,4.33
26388,Movie,Buried,Rodrigo Cortés,"Ryan Reynolds, José Luis García Pérez, Robert Paterson, Stephen Tobolowsky, Samantha Mathis","France, Spain, United States of America",2010-09-24,2010,6.6,"Drama, Thriller, Mystery",en,20.832,2831,6.6,1987650,19152480,9.64
37950,Movie,Charlie St. Cloud,Burr Steers,"Zac Efron, Charlie Tahan, Amanda Crew, Augustus Prew, Donal Logue",United States of America,2010-07-30,2010,6.965,"Drama, Romance",en,20.742,2173,6.965,44000000,48200000,1.1
42684,Movie,Skyline,"Greg Strause, Colin Strause","Eric Balfour, Scottie Thompson, David Zayas, Donald Faison, Brittany Daniel",United States of America,2010-11-11,2010,5.013,"Science Fiction, Action, Thriller",en,20.734,1637,5.013,10500000,66984887,6.38
28211,Movie,Chloe,Atom Egoyan,"Amanda Seyfried, Julianne Moore, Liam Neeson, Max Thieriot, R.H. Thomson","Canada, United States of America, France",2010-02-25,2010,6.1,"Drama, Thriller, Mystery",en,20.458,1728,6.1,14000000,13657649,0.98
13477,Movie,When in Rome,Mark Steven Johnson,"Kristen Bell, Josh Duhamel, Anjelica Huston, Danny DeVito, Will Arnett",United States of America,2010-01-29,2010,6.0,"Comedy, Fantasy, Romance",en,20.362,1214,6.0,55000000,43042835,0.78
46146,Movie,Troll Hunter,André Øvredal,"Otto Jespersen, Glenn Erland Tosterud, Johanna Mørck, Tomas Alf Larsen, Hans Morten Hansen",Norway,2010-10-29,2010,6.7,"Fantasy, Horror",no,20.266,1605,6.7,3500000,4159678,1.19
19901,Movie,Daybreakers,"Michael Spierig, Peter Spierig","Ethan Hawke, Sam Neill, Willem Dafoe, Claudia Karvan, Isabel Lucas","United States of America, Australia",2010-01-06,2010,6.3,"Action, Fantasy, Science Fiction",en,20.059,1972,6.3,20000000,51417188,2.57
42188,Movie,Never Let Me Go,Mark Romanek,"Carey Mulligan, Keira Knightley, Andrew Garfield, Izzy Meikle-Small, Ella Purnell","United Kingdom, United States of America",2010-03-18,2010,6.9,"Drama, Romance, Science Fiction",en,19.744,2302,6.9,15000000,9918093,0.66
39451,Movie,Little Fockers,"Paul Weitz, Greg Glienna","Robert De Niro, Ben Stiller, Owen Wilson, Dustin Hoffman, Barbra Streisand",United States of America,2010-12-21,2010,5.645,"Comedy, Romance",en,19.651,3251,5.645,100000000,310650585,3.11
27573,Movie,The Bounty Hunter,Andy Tennant,"Gerard Butler, Jennifer Aniston, Peter Greene, Jeff Garlin, Jason Sudeikis",United States of America,2010-03-16,2010,5.855,"Action, Comedy, Romance",en,19.636,2860,5.855,40000000,136300000,3.41
11439,Movie,The Ghost Writer,Roman Polanski,"Ewan McGregor, Pierce Brosnan, Kim Cattrall, Olivia Williams, Tom Wilkinson","Belgium, France, Germany, United Kingdom, United States of America",2010-02-12,2010,6.8,"Thriller, Mystery",en,19.59,2250,6.8,45000000,60300000,1.34
41402,Movie,Let Me In,Matt Reeves,"Kodi Smit-McPhee, Chloë Grace Moretz, Richard Jenkins, Elias Koteas, Sasha Barrese","Sweden, United Kingdom, United States of America",2010-10-01,2010,6.8,"Drama, Horror, Mystery",en,19.481,2020,6.8,20000000,24145613,1.21
59429,Movie,Paranormal Activity: Tokyo Night,Toshikazu Nagae,"Aoi Nakamura, Noriko Aoyama, Kosuke Kujirai, Ayako Yoshitani, Kazuyoshi Tsumura",Japan,2010-11-20,2010,6.0,"Horror, Thriller",ja,19.335,435,6.0,1350000,4160000,3.08
46261,Movie,Don't Be Afraid of the Dark,Troy Nixey,"Katie Holmes, Guy Pearce, Bailee Madison, Jack Thompson, Alan Dale","Australia, Mexico, United States of America",2010-11-06,2010,5.775,"Fantasy, Horror, Thriller",en,18.785,1045,5.775,25000000,36993168,1.48
45317,Movie,The Fighter,David O. Russell,"Mark Wahlberg, Christian Bale, Amy Adams, Melissa Leo, Mickey O'Keefe",United States of America,2010-12-10,2010,7.4,Drama,en,18.607,4397,7.4,25000000,129190869,5.17
29427,Movie,The Crazies,Breck Eisner,"Timothy Olyphant, Radha Mitchell, Joe Anderson, Danielle Panabaker, Joe Reegan","United Arab Emirates, United States of America",2010-02-26,2010,6.279,"Mystery, Horror, Action",en,18.477,2069,6.279,20000000,54956140,2.75
23759,Movie,Centurion,Neil Marshall,"Michael Fassbender, Olga Kurylenko, David Morrissey, Liam Cunningham, Dominic West","France, United Kingdom",2010-02-15,2010,6.231,"Adventure, Action, Drama",en,18.457,1425,6.231,12000000,6890432,0.57
42297,Movie,Burlesque,Steve Antin,"Cher, Christina Aguilera, Cam Gigandet, Kristen Bell, Stanley Tucci",United States of America,2010-11-23,2010,7.2,"Drama, Romance",en,18.373,2252,7.2,55000000,89500000,1.63
34803,Movie,Death at a Funeral,Neil LaBute,"Chris Rock, Martin Lawrence, Zoe Saldaña, Tracy Morgan, Regina Hall",United States of America,2010-04-15,2010,5.8,Comedy,en,18.275,985,5.8,21000000,49050886,2.34
33909,Movie,Wall Street: Money Never Sleeps,Oliver Stone,"Michael Douglas, Shia LaBeouf, Josh Brolin, Carey Mulligan, Frank Langella",United States of America,2010-09-20,2010,6.1,"Drama, Crime",en,18.214,1545,6.1,70000000,134748021,1.92
20533,Movie,Jonah Hex,Jimmy Hayward,"Josh Brolin, John Malkovich, Megan Fox, Michael Fassbender, Will Arnett",United States of America,2010-06-18,2010,4.9,"Action, Western, Drama, Fantasy, Thriller",en,18.183,1442,4.9,47000000,10539000,0.22
51200,Movie,71: Into the Fire,John H. Lee,"Kwon Sang-woo, Choi Seung-hyun, Kim Seung-woo, Cha Seung-won, Kim Hye-seong",South Korea,2010-06-16,2010,7.518,War,ko,17.98,192,7.518,10400000,20967660,2.02
32856,Movie,Valentine's Day,Garry Marshall,"Jessica Alba, Kathy Bates, Jessica Biel, Bradley Cooper, Eric Dane",United States of America,2010-02-10,2010,5.9,"Comedy, Romance",en,17.915,3057,5.9,52000000,216500000,4.16
38745,Movie,Gulliver's Travels,Rob Letterman,"Jack Black, Jason Segel, Emily Blunt, Amanda Peet, Billy Connolly",United States of America,2010-12-23,2010,5.203,"Family, Comedy, Adventure, Fantasy",en,17.776,2414,5.203,112000000,237382724,2.12
